PlayerID,Win,Player_Device,Opponent_Device,Player_Civ,Player_Civ_Category,Player_Unit_Type,Player_Preferred_Civ,Opponent_Civ,Opponent_Civ_Category,Opponent_Unit_Type,Opponent_Preferred_Civ,Player_Elo,Opponent_Elo,Player_APM,Opponent_APM,Player_Avg_Ping,Opponent_Avg_Ping,Player_Total_Hours,Opponent_Total_Hours,Game_Duration_min,Player_Session_Duration_min
1021,0,Handheld,Console,Solaris,Economic,Ranged,Aether-Guard,Aether-Guard,Balanced,Ranged,Bio-Swarm,2479,2538,214.20740405644898,270.5774172135606,68,77,879.2824811545564,469.03212321920546,51.98473153382331,237
1022,0,PC,Handheld,Mecha,Combat,Vehicles,Solaris,Iron-Legion,Balanced,Melee,Solaris,2181,2243,242.85929556317126,180.96573454537918,63,72,543.9568646848923,460.22550168287296,26.613355492701967,199
1023,0,PC,Handheld,Solaris,Economic,Ranged,Solaris,Bio-Swarm,Combat,Melee,Aether-Guard,2011,2081,222.51312299010573,212.83697414708286,25,93,778.5090507451914,344.0190721366451,31.01292307031886,16
1024,1,PC,PC,Bio-Swarm,Combat,Melee,Solaris,Mecha,Combat,Vehicles,Aether-Guard,1121,958,120.63785171802647,156.80157647922186,33,72,90.17522270927998,230.51627620727544,8.628777206798148,181
1025,1,Handheld,Handheld,Iron-Legion,Balanced,Melee,Iron-Legion,Mecha,Combat,Vehicles,Mecha,1249,1251,143.4022624787384,86.83880523879387,89,75,662.8338966664704,252.0804723151869,21.83425913212226,181
1026,1,Console,PC,Bio-Swarm,Combat,Melee,Solaris,Solaris,Economic,Ranged,Bio-Swarm,2297,2320,245.47789261568977,243.72800348793874,50,72,356.8966361483358,446.78984604883055,31.66383884564799,221
1027,0,Handheld,Console,Mecha,Combat,Vehicles,Aether-Guard,Iron-Legion,Balanced,Melee,Solaris,1836,1982,187.90941084159576,206.41390627555057,81,71,353.69148607606854,311.6624737573571,12.735096338665457,15
1028,0,PC,PC,Bio-Swarm,Combat,Melee,Iron-Legion,Aether-Guard,Balanced,Ranged,Iron-Legion,983,834,103.8266145587846,89.65559180514222,51,77,450.3283947175752,257.3267420675779,35.63547027518508,122
1029,0,PC,PC,Aether-Guard,Balanced,Ranged,Aether-Guard,Bio-Swarm,Combat,Melee,Aether-Guard,910,790,124.61875654007999,99.1479425779536,57,57,215.08327205378157,112.66036422395334,20.990419651217927,168
1030,0,PC,Console,Solaris,Economic,Ranged,Iron-Legion,Bio-Swarm,Combat,Melee,Iron-Legion,1307,1462,171.12057378662809,168.2505391291203,27,59,588.5571050643705,305.5470389380548,25.624593753100847,43
1031,0,PC,Console,Mecha,Combat,Vehicles,Bio-Swarm,Bio-Swarm,Combat,Melee,Iron-Legion,2113,2123,246.71513047099688,227.05213528953928,72,72,538.142993343359,377.15605277119124,20.974400816559047,57
1032,1,Console,PC,Aether-Guard,Balanced,Ranged,Bio-Swarm,Mecha,Combat,Vehicles,Iron-Legion,1094,900,86.19253097864001,159.60392683379177,20,78,553.2384496374541,368.874498806406,57.78417276763407,222
1033,0,Console,PC,Solaris,Economic,Ranged,Bio-Swarm,Aether-Guard,Balanced,Ranged,Mecha,2274,2436,248.91000042261274,277.01568295200417,33,15,677.4062044265812,494.6710685346338,29.79754162893099,210
1034,0,PC,PC,Aether-Guard,Balanced,Ranged,Bio-Swarm,Bio-Swarm,Combat,Melee,Iron-Legion,1703,1547,202.7310016557031,172.4832399544363,70,67,802.9564092388307,278.6656103731289,14.134336065661495,60
1035,0,Handheld,Console,Bio-Swarm,Combat,Melee,Iron-Legion,Bio-Swarm,Combat,Melee,Bio-Swarm,2038,2152,164.70071928713995,216.22487023306041,121,60,427.25779018249057,460.68793987750223,42.338173681547836,122
1036,0,PC,PC,Mecha,Combat,Vehicles,Solaris,Solaris,Economic,Ranged,Bio-Swarm,1773,1950,170.19498920894674,221.98823321182732,45,21,595.4701279472947,427.50308985533616,11.687345250434667,257
1037,0,Handheld,PC,Bio-Swarm,Combat,Melee,Mecha,Iron-Legion,Balanced,Melee,Solaris,1431,1507,135.2333302697976,177.9688578159373,87,56,558.5976416669959,321.1299467679132,33.132953925071334,290
1038,1,PC,Console,Iron-Legion,Balanced,Melee,Mecha,Iron-Legion,Balanced,Melee,Solaris,2390,2448,318.00911468263,244.32392583808536,56,18,575.5229012657879,473.42412782788057,5.0,272
1039,0,PC,Console,Mecha,Combat,Vehicles,Bio-Swarm,Iron-Legion,Balanced,Melee,Iron-Legion,1850,1791,194.69491453307438,160.46466582307528,61,16,578.5195328931967,380.22535863018123,10.077209266523543,295
1040,0,PC,Console,Bio-Swarm,Combat,Melee,Solaris,Solaris,Economic,Ranged,Iron-Legion,2453,2510,278.70894100825933,256.64435509941285,66,38,818.1006689129678,494.23292229419957,32.952918538036855,184
1041,0,PC,Console,Mecha,Combat,Vehicles,Aether-Guard,Mecha,Combat,Vehicles,Mecha,1532,1616,205.40994558183155,133.4267346448282,32,60,408.0646263021413,321.93534034454973,41.07699869993115,239
1042,1,Console,Handheld,Solaris,Economic,Ranged,Solaris,Solaris,Economic,Ranged,Iron-Legion,2054,1890,180.00695467797397,154.6634678418377,68,114,194.85281935926355,338.72940033386715,32.57052421784956,200
1043,1,PC,Handheld,Mecha,Combat,Vehicles,Aether-Guard,Bio-Swarm,Combat,Melee,Iron-Legion,2388,2232,259.20086461829953,200.82242473720368,78,89,360.4252462768226,373.2281921990928,28.26527576417639,84
1044,1,PC,Handheld,Mecha,Combat,Vehicles,Mecha,Aether-Guard,Balanced,Ranged,Iron-Legion,1120,1039,124.79682441477196,38.70893374688818,65,90,651.453386707081,235.96235004119177,25.483444566160667,139
1045,1,Console,Console,Solaris,Economic,Ranged,Solaris,Bio-Swarm,Combat,Melee,Aether-Guard,1712,1557,190.89353389649094,171.07983072689836,51,31,504.6659017294354,341.7150091673548,7.822170144488588,26
1046,0,Console,PC,Bio-Swarm,Combat,Melee,Solaris,Bio-Swarm,Combat,Melee,Aether-Guard,2056,1995,232.1104513870812,188.4369098030499,27,27,406.4801319010008,463.8319384959658,19.20233687407937,229
1047,1,Handheld,Handheld,Mecha,Combat,Vehicles,Mecha,Aether-Guard,Balanced,Ranged,Mecha,2493,2345,232.4807252946347,227.89175381796358,70,95,284.7005463180716,471.42573311097794,23.090418435603187,62
1048,0,PC,PC,Aether-Guard,Balanced,Ranged,Solaris,Iron-Legion,Balanced,Melee,Mecha,1236,1336,136.765318620118,137.74381420143675,12,49,544.2572243461066,256.4133146114725,45.856833393283736,97
1049,0,Console,PC,Mecha,Combat,Vehicles,Aether-Guard,Solaris,Economic,Ranged,Bio-Swarm,1580,1667,149.14418124144305,188.60162618593003,37,40,628.9012550547618,262.9093548661129,35.15427434352692,196
1050,1,Console,PC,Bio-Swarm,Combat,Melee,Solaris,Mecha,Combat,Vehicles,Mecha,2356,2429,222.99002971506496,283.28261293898856,10,65,561.1744110192056,483.8238076917588,5.0,107
1051,0,PC,PC,Solaris,Economic,Ranged,Aether-Guard,Bio-Swarm,Combat,Melee,Bio-Swarm,2226,2294,233.05462276753988,303.36279038958963,72,44,449.33393376901074,476.8099068166608,34.86125954092192,11
1052,1,PC,Handheld,Bio-Swarm,Combat,Melee,Bio-Swarm,Bio-Swarm,Combat,Melee,Iron-Legion,1876,2063,215.55923598363074,188.629039554147,56,69,529.3282568594925,321.61306800439127,24.223765793755252,132
1053,1,PC,Console,Iron-Legion,Balanced,Melee,Solaris,Mecha,Combat,Vehicles,Mecha,2136,2214,255.09652968923726,181.74747343600984,46,77,528.168593311483,496.251114459853,19.84616999541062,59
1054,0,PC,Console,Mecha,Combat,Vehicles,Aether-Guard,Solaris,Economic,Ranged,Mecha,2104,1965,250.2051488885704,215.57390265271547,57,43,537.9393862435325,357.3981256896134,39.175144332613016,235
1055,0,PC,Console,Mecha,Combat,Vehicles,Mecha,Bio-Swarm,Combat,Melee,Mecha,1525,1378,182.33535270860978,133.16163190281964,28,25,263.13900979617597,265.79498589414334,45.46499283743927,66
1056,1,PC,PC,Solaris,Economic,Ranged,Bio-Swarm,Mecha,Combat,Vehicles,Bio-Swarm,830,698,114.14107673650727,101.19813308917647,23,51,539.4652701229755,169.4885325168238,43.96920178674298,244
1057,0,Console,PC,Mecha,Combat,Vehicles,Solaris,Bio-Swarm,Combat,Melee,Bio-Swarm,1136,1177,111.96898409820443,158.8572605977523,76,14,411.8807063067611,235.0343409865975,17.41173715166042,94
1058,0,Console,Console,Aether-Guard,Balanced,Ranged,Aether-Guard,Iron-Legion,Balanced,Melee,Solaris,982,1051,72.25576921667454,60.59244086188573,74,70,708.1237212019518,280.36805786865443,25.361814362231783,236
1059,0,Handheld,Console,Aether-Guard,Balanced,Ranged,Solaris,Iron-Legion,Balanced,Melee,Bio-Swarm,1846,1897,167.80269793965746,189.83073695470392,59,53,526.5837283500548,410.8403075392354,34.96895147105346,237
1060,0,Console,PC,Bio-Swarm,Combat,Melee,Aether-Guard,Bio-Swarm,Combat,Melee,Bio-Swarm,1343,1496,122.62748829090701,171.40612220094607,19,44,667.0958443645784,291.78339468494,44.63317690683539,296
1061,0,PC,Console,Solaris,Economic,Ranged,Solaris,Bio-Swarm,Combat,Melee,Aether-Guard,2269,2352,229.95313561681127,259.6366981201104,79,10,439.64372259004955,314.3875226550771,22.81238643232065,156
1062,0,Handheld,PC,Iron-Legion,Balanced,Melee,Bio-Swarm,Iron-Legion,Balanced,Melee,Mecha,1897,2047,177.1141113423117,249.24227526677487,110,52,446.8572324777083,459.2093335547653,27.215115350042744,149
1063,1,Handheld,PC,Bio-Swarm,Combat,Melee,Bio-Swarm,Bio-Swarm,Combat,Melee,Bio-Swarm,1833,1703,151.0653992716291,167.75996154436905,117,41,798.8502492512664,281.62214891583045,13.404975389909577,134
1064,1,PC,PC,Solaris,Economic,Ranged,Solaris,Solaris,Economic,Ranged,Mecha,2307,2429,265.25507842517675,298.15251704698096,68,72,587.2670376831016,528.3932462860885,12.056900638789937,145
1065,1,Console,PC,Solaris,Economic,Ranged,Solaris,Solaris,Economic,Ranged,Mecha,2279,2178,244.85275630138855,256.79050176320425,12,42,357.09709351885226,460.1094637069908,42.18788733591297,97
1066,1,Handheld,Handheld,Bio-Swarm,Combat,Melee,Iron-Legion,Aether-Guard,Balanced,Ranged,Aether-Guard,2389,2249,199.89522557709537,173.95516805093564,38,114,679.3948877240949,439.8607009385734,50.34360042856234,118
1067,0,Console,Handheld,Bio-Swarm,Combat,Melee,Solaris,Solaris,Economic,Ranged,Mecha,2387,2289,240.54242564145946,210.01506206985547,46,60,393.3390533144258,505.464562715126,28.91984817629499,288
1068,1,Handheld,PC,Mecha,Combat,Vehicles,Solaris,Bio-Swarm,Combat,Melee,Bio-Swarm,1459,1651,89.69154236539278,215.79652227711713,100,19,545.1396275623047,356.25198787835564,45.052993468380365,147
1069,1,PC,Console,Iron-Legion,Balanced,Melee,Bio-Swarm,Bio-Swarm,Combat,Melee,Mecha,959,877,156.55066181218552,63.41912254853212,75,32,867.334926171881,191.8181197666765,35.424540375714514,227
1070,0,PC,Console,Aether-Guard,Balanced,Ranged,Solaris,Mecha,Combat,Vehicles,Solaris,1837,1653,186.51867006222437,192.85154671690836,72,48,213.74352247238915,244.78364451613933,20.323203680923136,236
1071,0,PC,PC,Mecha,Combat,Vehicles,Mecha,Solaris,Economic,Ranged,Solaris,2001,2105,219.80360675205253,210.24742451744947,16,54,464.8436156466927,422.9924119757662,35.42093408262621,37
1072,0,Console,PC,Solaris,Economic,Ranged,Solaris,Iron-Legion,Balanced,Melee,Aether-Guard,1211,1201,147.86759807527915,134.2754564670603,62,38,581.6543281804061,178.05869708350878,53.07054849698954,280
1073,0,Handheld,Handheld,Iron-Legion,Balanced,Melee,Iron-Legion,Iron-Legion,Balanced,Melee,Bio-Swarm,1811,1822,156.4095414783803,143.34258329220617,45,61,652.9396669329349,309.60311101647994,29.462609413350727,174
1074,0,Handheld,Console,Iron-Legion,Balanced,Melee,Aether-Guard,Aether-Guard,Balanced,Ranged,Aether-Guard,852,729,41.252046273994,100.43867463177324,62,43,251.75321852782545,127.74287826940855,53.46965483721009,144
1075,1,PC,Handheld,Bio-Swarm,Combat,Melee,Bio-Swarm,Mecha,Combat,Vehicles,Solaris,1207,1052,164.9614646457307,75.37967726901607,53,110,192.84194628499642,283.5708723988362,9.296176561346165,205
1076,1,PC,PC,Iron-Legion,Balanced,Melee,Mecha,Iron-Legion,Balanced,Melee,Bio-Swarm,1646,1538,208.41064924302373,160.54365994678005,27,31,718.1498703980852,325.8695392181072,42.32853756562836,27
1077,0,Handheld,Console,Iron-Legion,Balanced,Melee,Aether-Guard,Aether-Guard,Balanced,Ranged,Mecha,1845,2021,151.83627321269535,211.00421757828127,111,14,355.9170286392325,425.76342208025284,31.30570602357257,228
1078,1,Console,PC,Solaris,Economic,Ranged,Mecha,Solaris,Economic,Ranged,Bio-Swarm,1853,1665,174.80146958439204,209.72361981185438,38,20,347.543498400537,371.521338595316,25.514889743011988,274
1079,0,PC,PC,Mecha,Combat,Vehicles,Bio-Swarm,Mecha,Combat,Vehicles,Iron-Legion,1502,1529,171.4918205876383,196.25072189588263,34,41,810.0499345544333,262.06598493303625,31.376411648032533,157
1080,1,PC,Console,Iron-Legion,Balanced,Melee,Iron-Legion,Mecha,Combat,Vehicles,Bio-Swarm,1059,1159,131.75952078627938,110.4732166954798,72,33,513.9404629463645,152.97950960951601,5.0,89
1081,0,Console,PC,Bio-Swarm,Combat,Melee,Bio-Swarm,Bio-Swarm,Combat,Melee,Mecha,2028,1844,164.9405784615639,219.49068602073896,77,20,515.2476455363148,281.10085896289104,26.70492168243732,113
1082,1,Console,PC,Mecha,Combat,Vehicles,Mecha,Solaris,Economic,Ranged,Iron-Legion,1882,1984,184.57152277763802,215.3953382754143,22,20,464.0401109696935,408.35355372409606,35.3566885726762,35
1083,0,PC,PC,Bio-Swarm,Combat,Melee,Mecha,Mecha,Combat,Vehicles,Aether-Guard,2294,2155,295.07828396366295,278.9960335587146,41,26,255.203586651366,480.334560999725,52.16841067112274,233
1084,1,PC,PC,Iron-Legion,Balanced,Melee,Bio-Swarm,Aether-Guard,Balanced,Ranged,Bio-Swarm,1575,1417,169.58060065526593,194.58410317315864,36,41,635.1393898788776,329.03748899569234,22.22594672589529,244
1085,1,Handheld,Console,Mecha,Combat,Vehicles,Solaris,Iron-Legion,Balanced,Melee,Aether-Guard,2289,2156,197.23012813060473,237.25913658081353,86,36,581.8901043851247,389.64760758444515,17.872595956602186,145
1086,1,Console,PC,Iron-Legion,Balanced,Melee,Bio-Swarm,Solaris,Economic,Ranged,Bio-Swarm,1835,2014,159.8276467360721,247.28231869147092,43,41,533.7382650678866,470.5747766437504,22.47364434623195,160
1087,1,PC,PC,Solaris,Economic,Ranged,Iron-Legion,Solaris,Economic,Ranged,Solaris,2454,2465,287.6432385279071,286.8946661199,37,70,476.7353921447484,595.1521121735159,43.731031765531114,103
1088,0,PC,PC,Mecha,Combat,Vehicles,Bio-Swarm,Mecha,Combat,Vehicles,Solaris,2113,2115,265.3639471628476,216.61275031700424,39,34,441.5360701323426,453.381587967407,34.93126664489527,51
1089,1,Console,PC,Bio-Swarm,Combat,Melee,Aether-Guard,Mecha,Combat,Vehicles,Mecha,1649,1662,188.50635678355252,208.866024725113,18,73,682.496677909483,406.76398136364514,22.05359694349442,71
1090,0,PC,Console,Solaris,Economic,Ranged,Solaris,Mecha,Combat,Vehicles,Solaris,1153,1061,120.33978822212681,108.38530460126641,22,73,471.741387358781,255.85778022541894,37.699011496700344,66
1091,0,PC,PC,Aether-Guard,Balanced,Ranged,Aether-Guard,Aether-Guard,Balanced,Ranged,Iron-Legion,2462,2545,286.1958346099392,309.7672816990184,73,37,487.1877922932222,497.5142203277443,31.456163240220604,113
1092,1,Console,Console,Bio-Swarm,Combat,Melee,Bio-Swarm,Bio-Swarm,Combat,Melee,Iron-Legion,1898,1791,218.47500068428474,195.24838364764858,47,49,605.9786309767546,324.9709092034767,44.52967485799334,171
1093,1,PC,PC,Iron-Legion,Balanced,Melee,Solaris,Mecha,Combat,Vehicles,Bio-Swarm,1672,1696,207.3932621542025,210.60760940306045,31,23,541.5921861360772,258.5460923162095,19.469203591839715,41
1094,1,Console,PC,Bio-Swarm,Combat,Melee,Aether-Guard,Bio-Swarm,Combat,Melee,Aether-Guard,2384,2408,247.96819366687555,237.1155040493969,40,51,828.4552115080877,459.36187093331256,25.085067801033475,123
1095,0,PC,Handheld,Aether-Guard,Balanced,Ranged,Aether-Guard,Bio-Swarm,Combat,Melee,Iron-Legion,2414,2452,261.9671484272968,223.4199892678306,51,75,147.7266445053391,478.5584270517214,24.118377703017636,90
1096,1,Console,Console,Bio-Swarm,Combat,Melee,Solaris,Solaris,Economic,Ranged,Bio-Swarm,2264,2181,230.80219647587327,206.9421548019269,71,11,559.9814876734526,425.4636303104746,8.047275778018221,56
1097,1,PC,PC,Solaris,Economic,Ranged,Solaris,Iron-Legion,Balanced,Melee,Aether-Guard,1790,1680,233.72636359412812,203.04731848366148,73,10,358.8788439055662,330.37092677330264,34.44180415596864,95
1098,0,PC,Handheld,Bio-Swarm,Combat,Melee,Mecha,Iron-Legion,Balanced,Melee,Solaris,2064,2203,242.9641793685753,191.98903457114713,18,100,311.5826930490141,325.91513748862224,33.91582908269834,293
1099,0,PC,PC,Mecha,Combat,Vehicles,Solaris,Aether-Guard,Balanced,Ranged,Bio-Swarm,1817,1905,186.73450487940548,214.98108447813388,53,73,408.5871587911305,419.9514768989857,30.076701849636912,208
1100,1,Handheld,Handheld,Aether-Guard,Balanced,Ranged,Bio-Swarm,Aether-Guard,Balanced,Ranged,Aether-Guard,1977,2057,168.5791665142806,194.8806780981341,94,80,510.9358816963523,456.15434180321677,26.481192999372794,242
1101,1,Handheld,Console,Bio-Swarm,Combat,Melee,Iron-Legion,Iron-Legion,Balanced,Melee,Mecha,1919,1737,196.08559077777988,165.0572377286245,73,67,519.813815184682,365.95156079930086,8.769438869243785,159
1102,0,PC,Console,Aether-Guard,Balanced,Ranged,Mecha,Iron-Legion,Balanced,Melee,Mecha,1093,1067,145.7948664070219,109.13183079148025,50,23,196.53875686430138,154.93272681170978,23.690320158519615,244
1103,0,Console,Handheld,Solaris,Economic,Ranged,Solaris,Solaris,Economic,Ranged,Iron-Legion,1008,913,103.18124156486154,40.91176218251388,59,136,391.7832340644361,200.94928782755136,24.85928225209846,140
1104,1,Console,PC,Mecha,Combat,Vehicles,Iron-Legion,Solaris,Economic,Ranged,Aether-Guard,2166,2254,205.51968933506603,238.75197046479883,29,25,556.2443102952918,451.93050119072774,17.965840961675717,68
1105,0,Handheld,Console,Iron-Legion,Balanced,Melee,Mecha,Iron-Legion,Balanced,Melee,Mecha,1911,1958,194.87198361068872,208.9208713440592,111,78,324.6139098432691,415.3241348125263,27.580714325009865,127
1106,1,PC,PC,Bio-Swarm,Combat,Melee,Bio-Swarm,Mecha,Combat,Vehicles,Iron-Legion,1617,1739,224.94825195644515,179.2961576660705,51,63,277.0432190566969,425.3561294733207,36.060762852218076,258
1107,1,Console,PC,Solaris,Economic,Ranged,Iron-Legion,Mecha,Combat,Vehicles,Bio-Swarm,1189,1130,144.16378246036066,167.91450155205993,42,22,48.77353850141111,217.07655027927754,58.29278851815795,118
1108,0,PC,PC,Aether-Guard,Balanced,Ranged,Solaris,Solaris,Economic,Ranged,Bio-Swarm,1124,1221,171.25183242890745,171.58798710602642,72,40,367.36131032492824,253.27627483733238,32.61866719247759,24
1109,0,PC,PC,Aether-Guard,Balanced,Ranged,Solaris,Bio-Swarm,Combat,Melee,Aether-Guard,1739,1731,196.72587518467668,197.7354012932043,66,78,270.07416020983726,302.9819248787125,33.86325586084146,20
1110,0,Handheld,Console,Solaris,Economic,Ranged,Bio-Swarm,Iron-Legion,Balanced,Melee,Aether-Guard,1688,1838,138.79661805252192,243.7746821100493,109,30,303.2134233779884,413.6838159738784,28.88331126350749,149
1111,1,Console,Console,Bio-Swarm,Combat,Melee,Mecha,Aether-Guard,Balanced,Ranged,Aether-Guard,1980,2082,194.87309653001628,233.0620715569659,61,39,445.63593934406936,451.5368335804713,5.0,212
1112,0,PC,Console,Iron-Legion,Balanced,Melee,Iron-Legion,Mecha,Combat,Vehicles,Aether-Guard,1467,1557,177.47146483952508,136.71440986588533,15,32,380.03422469142043,322.22802735691465,29.602291868261748,23
1113,0,PC,PC,Bio-Swarm,Combat,Melee,Bio-Swarm,Bio-Swarm,Combat,Melee,Mecha,2474,2646,306.0203956025051,309.523481074001,16,47,266.7524212281388,476.543455854718,30.903453149115396,170
1114,0,Console,PC,Mecha,Combat,Vehicles,Mecha,Mecha,Combat,Vehicles,Mecha,1432,1563,166.51773478936835,187.61726132639515,18,38,76.83168695335462,278.43483355763436,66.94863168727929,42
1115,1,Console,Handheld,Bio-Swarm,Combat,Melee,Aether-Guard,Bio-Swarm,Combat,Melee,Iron-Legion,1376,1383,148.36938774508988,102.7657581828118,70,73,560.4622610295286,185.03706810941333,27.11458552828316,185
1116,0,PC,PC,Mecha,Combat,Vehicles,Aether-Guard,Iron-Legion,Balanced,Melee,Mecha,2442,2489,245.57626468306228,257.50181713667587,43,71,650.5654427616946,463.04486689617363,34.523210135004184,109
1117,1,Handheld,Console,Aether-Guard,Balanced,Ranged,Mecha,Iron-Legion,Balanced,Melee,Bio-Swarm,2482,2423,194.43956310806252,262.1978666977676,75,54,420.65100420112526,520.0683697291706,29.47932345442135,104
1118,0,PC,Console,Mecha,Combat,Vehicles,Solaris,Iron-Legion,Balanced,Melee,Iron-Legion,936,1119,128.40925489603407,99.94109070751733,29,58,446.8448607091446,243.58809021290352,12.46982943570702,94
1119,0,PC,Console,Iron-Legion,Balanced,Melee,Solaris,Solaris,Economic,Ranged,Mecha,2497,2607,297.30526411201436,258.66247289925894,67,42,500.56210313722465,529.3843980605018,47.14234221772531,83
1120,1,Handheld,Console,Solaris,Economic,Ranged,Aether-Guard,Bio-Swarm,Combat,Melee,Aether-Guard,1227,1248,101.10865902027726,106.37948143546944,127,13,815.7567153224504,323.8149545459159,41.27899549030161,77
1121,0,PC,Handheld,Mecha,Combat,Vehicles,Solaris,Aether-Guard,Balanced,Ranged,Mecha,2275,2299,295.79809009956807,194.9368412540282,63,86,186.4584412348458,475.0264874665062,41.865479205645705,180
1122,1,PC,PC,Bio-Swarm,Combat,Melee,Solaris,Aether-Guard,Balanced,Ranged,Solaris,1411,1564,149.45117912439127,183.86141599857058,44,79,417.1020548254861,283.94225812219196,16.359188178078917,100
1123,1,Console,Handheld,Mecha,Combat,Vehicles,Mecha,Iron-Legion,Balanced,Melee,Iron-Legion,1710,1693,146.832961010088,157.06364585448304,56,129,155.60540717345611,303.6032395366754,51.041914664041485,107
1124,1,Handheld,PC,Aether-Guard,Balanced,Ranged,Mecha,Aether-Guard,Balanced,Ranged,Mecha,1618,1781,128.5143805105136,156.33281672897107,101,37,572.4636917471119,344.61425165442944,8.972234058115788,228
